0
"instruct when did virgin australia start ?oper context virgin ,australia the trad nam of virgin ...a respons virgin australia commenc servic on 31 ...augu categori _closedqa :nam ,0 :dtyp object"
"instruct which i a speci of ?fish top or rop context nan respons top categori classif :nam ,1 :dtyp object"
"instruct identifi which car manufactur i german or ...a context nan respons panoz i ,american maybach i german categori classif :nam ,8901 :dtyp object"
"instruct giv me som idea for what to do for a kid ...e context nan respons for a 'children easter parti you could hav ...a categori brainstorm :nam ,8902 :dtyp object"
"instruct what ar the primari caus of obes in the ?u context nan respons caus vari in the unit ,stat from ...overt categori _openqa :nam ,8903 :dtyp object"
"instruct why pink floyd i so famou context nan respons becaus of their psychedel song categori brainstorm :nam ,8904 :dtyp object"
"instruct what wa the compell event that shut down ...t context irri stat i a railwai stat loc on ...t respons ,unfortun the irri stat railwai ...loc categori summar :nam ,8905 :dtyp object"
"instruct why kolkata i famou context nan respons becaus of 'it famou food and \.culturen1 ...ko categori brainstorm :nam ,8906 :dtyp object"
"instruct who brew shiner bock ?beer context spoetzl breweri (origin shiner brew ...ass respons spoetzl breweri (origin shiner brew ...ass categori _closedqa :nam ,8907 :dtyp object"
"instruct what i new 'zealand most -wellknown win ...tha context nan respons new zealand i known for it sauvignon .blanc categori _openqa :nam ,8908 :dtyp object"
"instruct who ar the world cup ?champion context nan respons argentina won the fifa world cup in .2022 categori _generalqa :nam ,8909 :dtyp object"
"instruct who i consid the bachelor presid of ...th context nan respons jam ,buchanan the 15th presid of the ...unit categori classif :nam ,8910 :dtyp object"
"instruct wher in the u ar the most renown pinot ...no context nan respons 'oregon willamett vallei i known for ...produc categori _openqa :nam ,8911 :dtyp object"
"instruct which charact belong to dc or marvel ...univ context nan respons thor i ,marvel superman i dc categori classif :nam ,8912 :dtyp object"
"instruct what ar exampl of endocrin ?disruptor context nan respons bpa (-),bisphenola ,phthal paraben and ...xe categori _openqa :nam ,8913 :dtyp object"
"instruct what ar som of the most effici ...program context nan respons ,c ++,c rust ar veri ,effici whil java ...an categori _generalqa :nam ,8914 :dtyp object"
"instruct finish the sent from the book :1984 big __... context nan respons the complet sent :i big brother i ...watch categori _openqa :nam ,8915 :dtyp object"
"instruct doe ev help address the energi ?crisi context electr car (or electr ,vehicl )ev ...hav respons although all car hav effect on other ...peopl categori _informationextract :nam ,8916 :dtyp object"
"instruct find the bird in thi :list arctic ,skua ...monk context nan respons arctic skua categori classif :nam ,8917 :dtyp object"
"instruct what i ?cloudform context nan respons aw cloudform i an infrastructur a ...cod categori _openqa :nam ,8918 :dtyp object"
"instruct which of the current girl scout cooki i ...ba context nan respons trefoil ar bas on the origin shortbread ... categori _openqa :nam ,8919 :dtyp object"
"instruct what i sea hear now context nan respons sea hear now i a music festiv 'that held ...a categori _openqa :nam ,8920 :dtyp object"
"instruct classifi the citi bas on whether thei ar ... context nan respons chil - ,santiago ,concepción puent \...alton categori classif :nam ,8921 :dtyp object"
"instruct in what part of the world could you find wild ... context the ,bonobo also histor call the ...pygmy respons wild bonobo inhat forest and swamp ...within categori _informationextract :nam ,8922 :dtyp object"
"instruct what year did humankind walk on the ?moon context nan respons 1969 categori _openqa :nam ,8923 :dtyp object"
"instruct identifi which instru i string or ...percuss context nan respons fegereng i ,string paiban i .percuss categori classif :nam ,8924 :dtyp object"
"instruct what i the fastest or speediest ?anim context nan respons the fastest or speediest anim i the ...peregri categori _openqa :nam ,8925 :dtyp object"
"instruct given thi paragraph about david ,bowi in ...whi context david robert jon (8 januari 1947 – 10 ...januar respons 1970 categori _closedqa :nam ,8926 :dtyp object"
"instruct who wa the first man to walk on the ?moon context nan respons neil ,armstrong 1969 categori _openqa :nam ,8927 :dtyp object"
"instruct what wa the most expens watch ever sold ...at context the most expens watch ever sold at auction ... respons a patek philipp grandmast wa sold for a ...re categori _closedqa :nam ,8928 :dtyp object"
"instruct why i healthcar so bad in ?u context nan respons 'let talk what i bad ?mean bad her ...prob categori _generalqa :nam ,8929 :dtyp object"
"instruct correct the typo in thi sent context robert ralph furman i brn on august ,21 ,...1915 respons robert ralph furman wa born on august ,21 ...191 categori _informationextract :nam ,8930 :dtyp object"
"instruct why wa abraham lincoln a great ?presid context nan respons abraham 'lincoln strength wer hi empathi ...a categori _generalqa :nam ,8931 :dtyp object"
"instruct how larg i south 'africa ?economi context south africa ha a mix ,economi the third ...la respons south africa ha the third largest economi in ... categori summar :nam ,8932 :dtyp object"
"instruct what kind of espresso machin i best for ...hom context nan respons hom espresso machin ar a grow segment ...o categori _generalqa :nam ,8933 :dtyp object"
"instruct what new car should i bui for my ?famili context nan respons suv ar a popular choic for famili car a ...t categori _generalqa :nam ,8934 :dtyp object"
"instruct who i edgar allen ?poe context nan respons edgar allen poe i an american born poet and ...w categori _openqa :nam ,8935 :dtyp object"
"instruct what i a typic dai for a softwar engin ... context nan respons a a softwar engin you get to work on ...wid categori _generalqa :nam ,8936 :dtyp object"
"instruct what mark the chang from prehistori to ...hist context nan respons the begin of writ mark the end of ...preh categori _openqa :nam ,8937 :dtyp object"
"instruct what ar three upper bodi exercis you can ...do context nan respons .1 a muscl up could be .don assum hav ...th categori brainstorm :nam ,8938 :dtyp object"
"instruct giv me 5 major attract to see in berlin context nan respons .1 brandenburg .gat thi i a must visit ...loca categori brainstorm :nam ,8939 :dtyp object"
"instruct who i scarlett johansson context scarlett ingrid johansson (//;dʒoʊˈhænsən ...born respons scarlett ingrid ,johansson born novemb ,22 ...1 categori summar :nam ,8940 :dtyp object"
"instruct from the passag ,provid extract the gross ...e context iron man premier in sydnei on april ,14 ...2008 respons over $585 million categori _informationextract :nam ,8941 :dtyp object"
"instruct what i the popul of .st ?paul context .st paul i a town in russell and wis ...counti respons the popul of .st paul a of the 2020 ...cen categori _informationextract :nam ,8942 :dtyp object"
"instruct can you potti train a ?bunni context nan respons just lik ,cat bunni can be litter ,...train categori _generalqa :nam ,8943 :dtyp object"
"instruct the gulbenkian priz for human wa given ...t context nan respons greta thunberg categori _openqa :nam ,8944 :dtyp object"
"instruct recommend som good dreampop .music context nan respons beach ,hous mazzi ,star cocteau ,twin ...japan categori brainstorm :nam ,8945 :dtyp object"
"instruct determin if the follow stat ar east or ... context nan respons ,michigan ,georgia ,virginia and new jersei ...ar categori classif :nam ,8946 :dtyp object"
"instruct what i ?cji context nan respons cji stand for crimin justic inform ... categori _openqa :nam ,8947 :dtyp object"
"instruct why ar peopl so excit about ?spacex context nan respons spacex i a spac explor compani start ... categori _generalqa :nam ,8948 :dtyp object"
"instruct what i the first nam of stephen ?curri context wardell stephen curri ii (//ˈstɛfən -;stefən ...b respons wardell i the first nam of stephen ,curri ...wh categori _closedqa :nam ,8949 :dtyp object"
"instruct what i ?sogndal context sogndal i a municip in vestland ,counti ... respons sogndal i a small citi in southwestern ...norwai categori _closedqa :nam ,8950 :dtyp object"
"instruct 'what the differ between the weather in ...c context nan respons the weather in new york ha four distinct ...sea categori _openqa :nam ,8951 :dtyp object"
"instruct what i a googl ?pixel context nan respons a googl pixel i a smartphon whos hardwar ... categori _openqa :nam ,8952 :dtyp object"
"instruct what i the plot of --?yugioh context --!yugioh tell the tal of yugi ,mutou a ...timi respons --!yugioh i about a boi nam yugi mutou who ... categori summar :nam ,8953 :dtyp object"
"instruct tell me som import point about aicf from ... context the all india carrom feder ()aicf (:...hindi respons .1 'india nat sport feder for the ... categori summar :nam ,8954 :dtyp object"
"instruct giv me a list of sever scenic countri ...tha context nan respons ,switzerland ,vietnam ,thailand ,morocco ...botsw categori brainstorm :nam ,8955 :dtyp object"
"instruct how com a -freediv doe not get crush ...by context nan respons everi 10 meter under ,water the pressur ...incr categori _openqa :nam ,8956 :dtyp object"
"instruct you ar on vac and your newborn leav ...so context nan respons item a newborn could leav :behind ,pacifi ... categori classif :nam ,8957 :dtyp object"
"instruct what ar som of the challeng when walk ...w context nan respons you will prob find it intuit to us ...cru categori _generalqa :nam ,8958 :dtyp object"
"instruct who won the 2022 nba ?final context nan respons golden stat warrior categori _openqa :nam ,8959 :dtyp object"
"instruct 'it your 'child ,birthdai writ a messag ...on context nan respons todai i a veri special dai for my famili - ...it categori _creativewt :nam ,8960 :dtyp object"
"instruct what ar som of the most common social norm ... context nan respons whil social norm can vari between ,region ... categori brainstorm :nam ,8961 :dtyp object"
"instruct wher can i find a bristli bellflow in the ...w context campanula ,cervicaria also known a the ...bristl respons the bristli bellflow (campanula )cervicaria ... categori _closedqa :nam ,8962 :dtyp object"
"instruct in 93rd academi (awardsoscar )awardsth best ...p context nan respons nomadland categori _openqa :nam ,8963 :dtyp object"
"instruct from the passag ,provid extract the year ...ap context the apach softwar found //əˈpætʃi ()...asf respons apach softwar found wa incorpor ...on categori _informationextract :nam ,8964 :dtyp object"
"instruct who i the 46th presid of the unit ?stat context from simpl english ,wikipedia the free ...encycl respons the presid of the unit stat ()potu i ... categori _closedqa :nam ,8965 :dtyp object"
"instruct what u embassi wa abandon on april ,12th 1975 context nan respons phnom penh wa abandon after being besieg ... categori _openqa :nam ,8966 :dtyp object"
